gene,p_value,coefficients,variance_explained
BC025920,0.9919263396923983,"[-8.81054516e-03 -4.07774946e-03  3.59085064e-03 -1.83374331e-03
 -3.40818828e-04  1.14720014e-02 -9.53003016e-01]","OrderedDict([('explained_deviance', 4.106388832525454e-06), ('McFadden', 0.9999947119337643), ('McFadden_adj', 2.4089956097705922e-06)])"
Sirt6,0.7002581092590765,"[ 0.01509209  0.00378269 -0.01270064 -0.00442943  0.00262872 -0.00437343
 -0.95974705]","OrderedDict([('explained_deviance', 1.3219748285164812e-05), ('McFadden', 0.9999850501877176), ('McFadden_adj', 1.2113968870242076e-05)])"
Ankrd24,0.9624536444377141,"[ 0.0069179   0.00171284 -0.00589839 -0.00232898  0.00220424 -0.00260763
 -0.95575222]","OrderedDict([('explained_deviance', 3.1966489097978723e-06), ('McFadden', 0.9999965192004364), ('McFadden_adj', 6.177498016457506e-07)])"
Gm56991,0.8662493173705497,"[-0.0096348  -0.0028986   0.00576672 -0.00902194 -0.01856872  0.03435734
 -0.95805267]","OrderedDict([('explained_deviance', 1.1146841511933125e-05), ('McFadden', 0.9999867422115749), ('McFadden_adj', 1.0433761380768125e-05)])"
Zfp433,0.9999908338179155,"[-3.88279943e-03 -9.87342528e-04  2.66381494e-03 -3.39675074e-03
 -4.65996016e-03  1.02630330e-02 -9.93363225e-01]","OrderedDict([('explained_deviance', 5.653386195847432e-07), ('McFadden', 0.9999993257052125), ('McFadden_adj', -2.005691020601219e-06)])"
Gm3055,0.9238578159031667,"[-0.00920393 -0.00412915  0.00199001 -0.01743163 -0.00959423  0.03836893
 -1.01882156]","OrderedDict([('explained_deviance', 7.205703087209692e-06), ('McFadden', 0.9999924314514851), ('McFadden_adj', 5.0286095514273654e-06)])"
Zfp781,0.937257644784412,"[ 0.03150537  0.01302897 -0.0145902   0.01418947  0.02140425 -0.06553786
 -1.01332968]","OrderedDict([('explained_deviance', 6.462304941834418e-06), ('McFadden', 0.9999933068484599), ('McFadden_adj', 4.0586827843025475e-06)])"
Zfp873,0.999045518384821,"[-3.80047204e-03 -5.25218625e-04  3.42595387e-03 -2.93759544e-03
 -5.20526111e-03  9.04258849e-03 -9.81790332e-01]","OrderedDict([('explained_deviance', 1.3885415666159417e-06), ('McFadden', 0.9999983413302482), ('McFadden_adj', -1.071337883296053e-06)])"
BC024063,0.8821122533174218,"[ 2.57824649e-04 -2.58300987e-04 -1.98945608e-03 -9.59763129e-03
 -1.06077935e-02  2.21953523e-02 -9.76225403e-01]","OrderedDict([('explained_deviance', 8.63167919018526e-06), ('McFadden', 0.9999889622648649), ('McFadden_adj', 8.294583845880332e-06)])"
AU041133,0.9999691336448356,"[ 3.63608273e-03  1.04315818e-03 -2.62988580e-03  5.26490804e-04
  3.48888074e-03 -6.06473153e-03 -9.85412675e-01]","OrderedDict([('explained_deviance', 6.165594771401217e-07), ('McFadden', 0.9999993623577932), ('McFadden_adj', -2.0875772006601068e-06)])"
Gm15608,0.9996257324989428,"[-1.08981129e-03 -1.93976708e-03 -1.93897237e-03  6.12584167e-04
 -2.20024241e-03  6.55620399e-03 -1.00761259e+00]","OrderedDict([('explained_deviance', 4.2648133269374e-07), ('McFadden', 0.9999994474733418), ('McFadden_adj', -2.061835743694118e-06)])"
Zfp938,0.698015253598294,"[ 0.02082155  0.00682432 -0.01368381  0.00203955  0.00709634 -0.02309797
 -0.99346355]","OrderedDict([('explained_deviance', 1.0117256788899631e-05), ('McFadden', 0.9999880414658548), ('McFadden_adj', 9.260260301346968e-06)])"
Gm4924,0.995304190608198,"[ 0.02226079  0.00863075 -0.01016344  0.01899404  0.0226231  -0.06234526
 -1.01280723]","OrderedDict([('explained_deviance', 3.0664333601215787e-06), ('McFadden', 0.9999972554610004), ('McFadden_adj', 1.0809186956617367e-07)])"
Uqcc6,0.990747556266484,"[-0.014702   -0.00365956  0.01027152 -0.0124737  -0.01609691  0.03666065
 -0.94858628]","OrderedDict([('explained_deviance', 6.326082338414807e-06), ('McFadden', 0.9999926205169449), ('McFadden_adj', 4.505738801952042e-06)])"
Tdg,0.9869179431037333,"[-0.02317713 -0.0079066   0.0136608  -0.01032922 -0.01335134  0.04110349
 -0.96690396]","OrderedDict([('explained_deviance', 2.956332733949907e-06), ('McFadden', 0.9999970858180537), ('McFadden_adj', 1.272700186349951e-07)])"
Glt8d2,0.9995896389514387,"[ 0.01109122  0.00403648 -0.00599655  0.00573698  0.00722294 -0.02209107
 -0.95905616]","OrderedDict([('explained_deviance', 4.704652045717239e-07), ('McFadden', 0.9999995943835637), ('McFadden_adj', -2.454613454494492e-06)])"
Hcfc2,0.9226663656365774,"[ 0.03101594  0.01203481 -0.01581424  0.01336593  0.01920033 -0.05980277
 -1.00256949]","OrderedDict([('explained_deviance', 6.472866046047798e-06), ('McFadden', 0.9999931737635605), ('McFadden_adj', 4.150026619131886e-06)])"
Nfyb,0.9922496064943945,"[ 0.01111468  0.00403964 -0.00575503  0.00789686  0.01469869 -0.03199484
 -1.00327252]","OrderedDict([('explained_deviance', 3.579951486143429e-06), ('McFadden', 0.9999960286733763), ('McFadden_adj', 1.3075009651641878e-06)])"
Txnrd1,0.9998474917737353,"[ 0.01405416  0.00632407 -0.00484938  0.01233082  0.01323649 -0.04109617
 -0.97520362]","OrderedDict([('explained_deviance', 5.871243536903492e-07), ('McFadden', 0.9999997724276632), ('McFadden_adj', -2.575767732659884e-06)])"
Gm38560,0.8630858074654109,"[ 0.00270617 -0.00181102 -0.00779452 -0.01010829 -0.00788385  0.02489151
 -0.98796205]","OrderedDict([('explained_deviance', 7.471334284026021e-06), ('McFadden', 0.9999915970327425), ('McFadden_adj', 5.717694485540825e-06)])"
Chst11,0.9999526680368129,"[-2.66302671e-03 -1.16017978e-03  1.17553924e-03 -8.88431629e-04
 -4.37529793e-03  7.91139177e-03 -1.01476592e+00]","OrderedDict([('explained_deviance', 4.847445724820432e-07), ('McFadden', 0.9999994840218644), ('McFadden_adj', -2.0671067533228893e-06)])"
Slc41a2,0.9999325676703006,"[-0.00908538 -0.00460405  0.00250112 -0.00593378 -0.00834626  0.02546833
 -0.97083177]","OrderedDict([('explained_deviance', 2.778222323307489e-07), ('McFadden', 0.9999998176761107), ('McFadden_adj', -2.5921588255872763e-06)])"
Nopchap1,0.8617334650168308,"[-0.0218846  -0.00819837  0.012076   -0.00625129 -0.01180792  0.03606618
 -1.02102651]","OrderedDict([('explained_deviance', 6.15968572315051e-06), ('McFadden', 0.9999929248824101), ('McFadden_adj', 4.544932286187908e-06)])"
Aldh1l2,0.25105834306079244,"[-0.03050929 -0.01165874  0.01704191 -0.00394137 -0.01006229  0.03912978
 -1.01455383]","OrderedDict([('explained_deviance', 2.353102310792554e-05), ('McFadden', 0.9999704898411214), ('McFadden_adj', 2.693814035270581e-05)])"
Washc4,0.9981353480830158,"[ 0.02365072  0.00812393 -0.01275389  0.01904407  0.01901894 -0.05708377
 -0.97538098]","OrderedDict([('explained_deviance', 1.7521874176029684e-06), ('McFadden', 0.9999988021724948), ('McFadden_adj', -1.6163099316734986e-06)])"
Appl2,0.9389753483313306,"[-0.03133721 -0.01304196  0.01245427 -0.0290379  -0.02900632  0.08996912
 -0.94244961]","OrderedDict([('explained_deviance', 4.0429986638557125e-06), ('McFadden', 0.9999974420555628), ('McFadden_adj', -3.016337211114717e-07)])"
1500009L16Rik,0.3169549252169166,"[ 2.81391759e-02  9.86068279e-03 -1.77168063e-02  1.76566466e-04
  9.44550201e-03 -2.99051256e-02 -9.65354391e-01]","OrderedDict([('explained_deviance', 2.4969842945976595e-05), ('McFadden', 0.9999704888185236), ('McFadden_adj', 2.6684540905375087e-05)])"
Nuak1,0.7564441135182844,"[-0.02558317 -0.0069332   0.0171209  -0.01998171 -0.03178704  0.06716421
 -0.9993955 ]","OrderedDict([('explained_deviance', 2.573092716462444e-05), ('McFadden', 0.9999698950214175), ('McFadden_adj', 2.750912550264495e-05)])"
Gm47962,0.9661523301591086,"[-0.01995376 -0.00656283  0.01229126 -0.00807079 -0.01138117  0.03367729
 -0.987163  ]","OrderedDict([('explained_deviance', 2.769431203475392e-06), ('McFadden', 0.9999972032825205), ('McFadden_adj', 9.810735612791888e-08)])"
Ckap4,0.9598035272522668,"[-2.05902110e-03  2.98942350e-04  3.75621162e-03  5.37341348e-03
  4.99901809e-03 -1.23685695e-02 -1.01931215e+00]","OrderedDict([('explained_deviance', 2.726825561794044e-06), ('McFadden', 0.9999966430890738), ('McFadden_adj', 7.75800775620894e-07)])"
Tcp11l2,0.9513808158522056,"[-0.02640187 -0.00873217  0.01447878 -0.0239858  -0.02539941  0.07004047
 -0.9759621 ]","OrderedDict([('explained_deviance', 6.562590452507955e-06), ('McFadden', 0.9999930989637404), ('McFadden_adj', 4.1894921124496776e-06)])"
Gm17249,0.9736366648818802,"[-0.01257596 -0.00514339  0.00591399 -0.00565031 -0.00229322  0.01974889
 -0.97669627]","OrderedDict([('explained_deviance', 3.88020363140118e-06), ('McFadden', 0.9999951073685559), ('McFadden_adj', 2.1419873347250373e-06)])"
Polr3b,0.9993667739264259,"[-0.02252387 -0.00852957  0.01078267 -0.01801328 -0.01746199  0.05574603
 -0.96034177]","OrderedDict([('explained_deviance', 9.846164310545191e-07), ('McFadden', 0.9999997314276514), ('McFadden_adj', -2.535720292629051e-06)])"
Rfx4,0.9920947993340755,"[ 5.50149505e-03  3.73232251e-03 -2.54995362e-04  5.89994235e-04
  1.90727758e-03 -1.14760989e-02 -9.81538780e-01]","OrderedDict([('explained_deviance', 2.5383896210540158e-06), ('McFadden', 0.9999967077224301), ('McFadden_adj', 5.435736392112034e-07)])"
Ric8b,0.9485187706824438,"[ 0.02348016  0.00974666 -0.01005353  0.01657177  0.02594506 -0.06569012
 -0.98744174]","OrderedDict([('explained_deviance', 4.397560932400957e-06), ('McFadden', 0.9999960367703721), ('McFadden_adj', 1.2022671064260138e-06)])"
Tmem263,0.8082647437597426,"[-0.01953582 -0.00705809  0.01135855 -0.00472355 -0.01854678  0.03850569
 -0.99083477]","OrderedDict([('explained_deviance', 1.034469707772434e-05), ('McFadden', 0.9999895072912821), ('McFadden_adj', 7.81790489556844e-06)])"
Mterf2,0.9208126261385465,"[-0.03048072 -0.01222084  0.01490768 -0.01275498 -0.01973629  0.06028514
 -0.99190551]","OrderedDict([('explained_deviance', 6.872025466231335e-06), ('McFadden', 0.9999927001996494), ('McFadden_adj', 4.64127853150309e-06)])"
Cry1,0.9999002049640235,"[ 0.00632737  0.00224062 -0.00334519  0.00465906  0.00147379 -0.01135565
 -0.97154377]","OrderedDict([('explained_deviance', 5.732525484303252e-07), ('McFadden', 0.9999993747132485), ('McFadden_adj', -2.1668361827043015e-06)])"
Abtb3,0.9684121435377834,"[-1.05315236e-02 -4.94651041e-03  4.48254471e-03  1.82735781e-04
 -5.53569166e-03  1.63484403e-02 -9.84039536e-01]","OrderedDict([('explained_deviance', 4.3311899348141836e-06), ('McFadden', 0.9999947499222664), ('McFadden_adj', 2.5248483217499285e-06)])"
Pwp1,0.8398742259465302,"[ 0.02616726  0.01010485 -0.01122111  0.02849077  0.02671435 -0.08025612
 -1.00239268]","OrderedDict([('explained_deviance', 7.77835820020556e-06), ('McFadden', 0.9999922108502871), ('McFadden_adj', 5.084452632364567e-06)])"
Prdm4,0.9999293652797537,"[-2.81342549e-03 -3.03337078e-06  3.39785549e-03 -6.49843333e-04
 -3.67963901e-04  4.36405805e-04 -9.69653510e-01]","OrderedDict([('explained_deviance', 1.7237248517432135e-07), ('McFadden', 0.999999820959909), ('McFadden_adj', -2.6167599544990594e-06)])"
Rtcb,0.9983308533378484,"[-0.00811655 -0.00179074  0.00657752 -0.0029193  -0.00606165  0.01231071
 -0.99544241]","OrderedDict([('explained_deviance', 1.5850356513968933e-06), ('McFadden', 0.9999983447453792), ('McFadden_adj', -1.0126532574705749e-06)])"
Fbxo7,0.9999849972824765,"[-2.55549703e-03 -8.05079972e-04  1.48475999e-03 -2.24455249e-03
 -4.43176424e-03  8.55212908e-03 -9.38146338e-01]","OrderedDict([('explained_deviance', 5.56578211963199e-07), ('McFadden', 0.9999993495481292), ('McFadden_adj', -2.2956987979494414e-06)])"
Syn3,0.7140408007461796,"[ 0.02993797  0.01146923 -0.01384158  0.02614665  0.03608902 -0.0898013
 -0.99321696]","OrderedDict([('explained_deviance', 1.3360191220002093e-05), ('McFadden', 0.9999855266791842), ('McFadden_adj', 1.1709670491688584e-05)])"
Timp3,0.9976455130846236,"[-3.64312763e-03 -8.37551700e-04  2.92902531e-03 -1.07467001e-03
 -5.72823130e-03  8.35455050e-03 -9.74542057e-01]","OrderedDict([('explained_deviance', 1.711439192586539e-06), ('McFadden', 0.9999981129708013), ('McFadden_adj', -8.841980241314218e-07)])"
1810014B01Rik,0.978808767836878,"[ 0.0143371   0.00371725 -0.01091204  0.00318478  0.01179375 -0.02212084
 -0.96012843]","OrderedDict([('explained_deviance', 6.882552892384375e-06), ('McFadden', 0.9999929566802108), ('McFadden_adj', 4.1898125848760515e-06)])"
Hsp90b1,0.9801922591539981,"[-5.68890527e-03 -2.62700580e-03  2.45800119e-03 -1.53067915e-04
  2.38109621e-03  3.62987671e-03 -9.81292757e-01]","OrderedDict([('explained_deviance', 3.7090278527385223e-06), ('McFadden', 0.9999951693749735), ('McFadden_adj', 2.0891822450908037e-06)])"
Ttc41,0.9604090466105017,"[ 0.01918836  0.00557412 -0.01338825  0.00560855  0.01568858 -0.03267136
 -0.99570655]","OrderedDict([('explained_deviance', 8.769589484702855e-06), ('McFadden', 0.9999910421907855), ('McFadden_adj', 6.2644448440840605e-06)])"
Nt5dc3,0.8920165241361795,"[ 0.04862566  0.0191149  -0.02360248  0.02695255  0.03771206 -0.10880268
 -0.96905931]","OrderedDict([('explained_deviance', 8.676200731083661e-06), ('McFadden', 0.9999934388352943), ('McFadden_adj', 3.682027003626409e-06)])"
Gm16268,0.9793618353055504,"[ 0.03330431  0.01231468 -0.0176084   0.01769642  0.02170895 -0.06741596
 -0.97519318]","OrderedDict([('explained_deviance', 3.901072439083109e-06), ('McFadden', 0.999996699923643), ('McFadden_adj', 4.811797968962139e-07)])"
Ascl1,0.992490649279408,"[-0.02589021 -0.00769902  0.01651789 -0.01712961 -0.0205368   0.05473775
 -1.00547911]","OrderedDict([('explained_deviance', 4.341351055536791e-06), ('McFadden', 0.9999958682896989), ('McFadden_adj', 1.5435266279562043e-06)])"
Igf1,0.8880893370902652,"[-0.04641828 -0.01689216  0.02467589 -0.02736386 -0.03613665  0.10213506
 -0.96520006]","OrderedDict([('explained_deviance', 7.737446282241045e-06), ('McFadden', 0.9999943834313664), ('McFadden_adj', 2.8642913919574298e-06)])"
Nup37,0.9981024194722902,"[ 0.01154034  0.00512038 -0.00481486  0.00458595  0.00598195 -0.02241376
 -0.97409825]","OrderedDict([('explained_deviance', 1.731376225388992e-06), ('McFadden', 0.999997892824693), ('McFadden_adj', -6.826576286478314e-07)])"
Washc3,0.9993371125720482,"[-0.01682461 -0.0062834   0.00874972 -0.00924687 -0.01206458  0.03566973
 -1.01003026]","OrderedDict([('explained_deviance', 9.922227026670782e-07), ('McFadden', 0.9999992331986001), ('McFadden_adj', -1.8204153784395771e-06)])"
Dram1,0.9750964136395264,"[ 5.89613222e-03  1.95192297e-05 -6.79312918e-03  3.86895437e-03
  1.16846650e-02 -1.46761463e-02 -9.54909854e-01]","OrderedDict([('explained_deviance', 1.0818858992234226e-05), ('McFadden', 0.999987266027787), ('McFadden_adj', 9.844190314911572e-06)])"
Gnptab,0.9999233623550708,"[-1.59642634e-04 -2.98510509e-04 -2.84236390e-04  3.16057870e-04
  2.17953593e-03 -1.75320915e-03 -9.84383331e-01]","OrderedDict([('explained_deviance', 5.055644024531958e-07), ('McFadden', 0.9999993772426966), ('McFadden_adj', -2.1111924797256876e-06)])"
Chpt1,0.9994449879869928,"[-1.84452875e-03  1.66534257e-05  2.47907044e-03  1.28047383e-03
  3.52877413e-04 -2.28455110e-03 -9.52435095e-01]","OrderedDict([('explained_deviance', 3.857012033092744e-07), ('McFadden', 0.9999995903828308), ('McFadden_adj', -2.481230479522978e-06)])"
Sycp3,0.9671274974789007,"[-0.03660094 -0.01368769  0.0190505  -0.01975076 -0.02730531  0.0782942
 -0.98155964]","OrderedDict([('explained_deviance', 5.3998374260899595e-06), ('McFadden', 0.9999956937399319), ('McFadden_adj', 1.6167899848928968e-06)])"
Mybpc1,0.9542399371337923,"[ 0.00337324  0.0030042   0.00238638  0.01051081  0.00853795 -0.02781259
 -0.99784422]","OrderedDict([('explained_deviance', 3.4799618038316993e-06), ('McFadden', 0.9999962413112111), ('McFadden_adj', 1.0693046700316344e-06)])"
Arl1,0.9769850910900054,"[ 8.82775073e-03  2.38008139e-03 -6.91113707e-03 -8.05276967e-04
  3.66689201e-03 -7.15831500e-03 -9.83474425e-01]","OrderedDict([('explained_deviance', 3.1327447002071906e-06), ('McFadden', 0.9999965786882896), ('McFadden_adj', 6.892664118351988e-07)])"
Utp20,0.9585562175891743,"[ 2.95640087e-03  1.29578478e-03 -2.09653653e-03 -5.27465658e-03
  2.38980549e-03  7.29196968e-04 -1.00565130e+00]","OrderedDict([('explained_deviance', 3.7140707063176848e-06), ('McFadden', 0.9999959537815547), ('McFadden_adj', 1.4188881060084313e-06)])"
Ano4,0.9987151920604473,"[-0.00925895 -0.0045334   0.00249662 -0.00862276 -0.01123734  0.03115583
 -0.95474235]","OrderedDict([('explained_deviance', 4.962965343136005e-07), ('McFadden', 0.9999996339724233), ('McFadden_adj', -2.477006294521189e-06)])"
Gas2l3,0.15419316352439083,"[-0.04552732 -0.01533522  0.02856163 -0.00958689 -0.02813685  0.07002465
 -0.96929453]","OrderedDict([('explained_deviance', 3.711228566349867e-05), ('McFadden', 0.9999607918078847), ('McFadden_adj', 3.644775288713653e-05)])"
Scyl2,0.9990311289342958,"[-0.00550134 -0.00172533  0.00297599 -0.00657096 -0.00445247  0.01527412
 -0.96562983]","OrderedDict([('explained_deviance', 4.980381085317731e-07), ('McFadden', 0.9999994854413379), ('McFadden_adj', -2.2935821404335144e-06)])"
1500026H17Rik,0.9268348785073074,"[-0.00988367 -0.00311509  0.00488242 -0.01522128 -0.01028057  0.03361819
 -0.9492468 ]","OrderedDict([('explained_deviance', 4.506869346387887e-06), ('McFadden', 0.9999949467539511), ('McFadden_adj', 2.1796329262580016e-06)])"
Actr6,0.8565364736299292,"[-6.80678196e-03 -1.09326337e-03  7.31049218e-03  6.01224705e-03
 -1.82049835e-04 -5.24064916e-03 -1.02581929e+00]","OrderedDict([('explained_deviance', 6.925676861113672e-06), ('McFadden', 0.9999922627760789), ('McFadden_adj', 5.192774662821087e-06)])"
Uhrf1bp1l,0.9943329821275084,"[ 4.73284893e-03  3.24129237e-04 -5.72773547e-03 -3.30133297e-03
  1.19548222e-04  3.85253720e-03 -9.80793460e-01]","OrderedDict([('explained_deviance', 2.6952491606335727e-06), ('McFadden', 0.9999971095955359), ('McFadden_adj', 1.482041559475178e-07)])"
Anks1b,0.9449919069531902,"[ 2.11493356e-04  1.37714021e-03  1.31881358e-03 -6.34491114e-03
 -3.38625545e-03  6.82371447e-03 -1.00023248e+00]","OrderedDict([('explained_deviance', 4.183596344464746e-06), ('McFadden', 0.9999945817398245), ('McFadden_adj', 2.7784718591439272e-06)])"
Gm47591,0.9992301760239347,"[-0.0039053  -0.00148211  0.00157208 -0.00541984 -0.00565796  0.01489313
 -0.97494019]","OrderedDict([('explained_deviance', 6.909189588233389e-07), ('McFadden', 0.9999991735642241), ('McFadden_adj', -1.9328143605612524e-06)])"
Apaf1,0.9993285187621959,"[-0.00798075 -0.00266822  0.00449547 -0.00588215 -0.00322882  0.01526446
 -1.0259928 ]","OrderedDict([('explained_deviance', 2.98630746353723e-07), ('McFadden', 0.9999997324046379), ('McFadden_adj', -2.2564606487751604e-06)])"
Ikbip,0.9853925983167895,"[-3.84034015e-03 -8.06753606e-04  2.25470442e-03 -8.65254390e-03
 -9.35500415e-03  2.03999328e-02 -9.30457253e-01]","OrderedDict([('explained_deviance', 4.759593998482359e-06), ('McFadden', 0.999994023557472), ('McFadden_adj', 3.006743606204232e-06)])"
Slc25a3,0.991877150671331,"[-0.0285998  -0.01307406  0.01027051 -0.01920145 -0.02521541  0.07582021
 -0.97174718]","OrderedDict([('explained_deviance', 1.866216001400467e-06), ('McFadden', 0.9999992652338338), ('McFadden_adj', -2.006086118111483e-06)])"
Tmpo,0.9993000036404579,"[ 0.00764012  0.00325527 -0.00276     0.00823831  0.00958537 -0.02595907
 -0.97893139]","OrderedDict([('explained_deviance', 8.780629113802618e-07), ('McFadden', 0.9999990624173208), ('McFadden_adj', -1.8358584024102953e-06)])"
Rmst,0.9284640530682666,"[-0.00523607 -0.00123904  0.00302236 -0.01031329 -0.01178876  0.02555479
 -0.94669073]","OrderedDict([('explained_deviance', 6.6045083858545794e-06), ('McFadden', 0.9999916805832392), ('McFadden_adj', 5.430716420007364e-06)])"
Nedd1,0.9866187193367271,"[ 7.39626413e-04 -4.32113110e-04 -1.00145246e-03  5.23215308e-03
  5.58201699e-03 -1.01202358e-02 -9.78951478e-01]","OrderedDict([('explained_deviance', 3.2346439766683943e-06), ('McFadden', 0.9999958000428022), ('McFadden_adj', 1.4404287145275418e-06)])"
Cfap54,0.9068908224520276,"[-0.01480203 -0.00460811  0.00814313 -0.01716702 -0.01779005  0.04622407
 -1.00624489]","OrderedDict([('explained_deviance', 6.614133223781238e-06), ('McFadden', 0.9999920206655757), ('McFadden_adj', 5.390129297899726e-06)])"
Cdk17,0.9437486637317447,"[ 0.03686538  0.01202142 -0.02169879  0.02425027  0.03019828 -0.08163657
 -0.97250532]","OrderedDict([('explained_deviance', 7.116717654742644e-06), ('McFadden', 0.9999938035926822), ('McFadden_adj', 3.3547583414561544e-06)])"
Elk3,0.9998913471018894,"[ 3.08983451e-03  3.33757551e-04 -2.85799491e-03  3.09090561e-03
  5.09015541e-03 -8.74666299e-03 -9.69068162e-01]","OrderedDict([('explained_deviance', 1.4457059996919597e-06), ('McFadden', 0.9999982317934781), ('McFadden_adj', -1.0432504251589592e-06)])"
Lta4h,0.9763169548164298,"[-7.17858621e-03 -2.56479592e-03  4.47680157e-03  3.05414232e-04
 -1.20116863e-03  6.16232995e-03 -1.00749843e+00]","OrderedDict([('explained_deviance', 2.049617523702807e-06), ('McFadden', 0.9999974209354018), ('McFadden_adj', -4.127299391143424e-08)])"
Snrpf,0.9778846491260993,"[ 0.03753621  0.0137673  -0.019158    0.02683696  0.02868028 -0.08766276
 -1.00750955]","OrderedDict([('explained_deviance', 2.572898890496056e-06), ('McFadden', 0.9999992153300001), ('McFadden_adj', -1.8930649277049127e-06)])"
Ntn4,0.9979610863273994,"[-0.01031073 -0.00308433  0.00683089 -0.00462955 -0.00860835  0.01980207
 -0.97656484]","OrderedDict([('explained_deviance', 1.5766802244909783e-06), ('McFadden', 0.9999984238883465), ('McFadden_adj', -1.1721446571133498e-06)])"
Metap2,0.9912032852018837,"[-0.02178953 -0.00859724  0.01059448 -0.01155805 -0.02033261  0.05168295
 -0.95172472]","OrderedDict([('explained_deviance', 3.6273025575406237e-06), ('McFadden', 0.9999968134679782), ('McFadden_adj', 3.3773882657239795e-07)])"
Vezt,0.9856242505249818,"[ 0.01587958  0.00698004 -0.00687275  0.00527833  0.00777892 -0.02904412
 -1.0210538 ]","OrderedDict([('explained_deviance', 3.977167044699748e-06), ('McFadden', 0.9999950405490536), ('McFadden_adj', 2.3871196839220232e-06)])"
Fgd6,0.9885325563306988,"[ 0.00960046  0.00477294 -0.00221372  0.01092633  0.01557356 -0.03865957
 -0.97524878]","OrderedDict([('explained_deviance', 2.468034512537187e-06), ('McFadden', 0.9999972242989276), ('McFadden_adj', -2.7722630635551582e-08)])"
Nr2c1,0.970758836738486,"[-0.03976753 -0.01501137  0.01961318 -0.02803241 -0.03309562  0.09629375
 -0.9632609 ]","OrderedDict([('explained_deviance', 3.8842901649571715e-06), ('McFadden', 0.9999980704202628), ('McFadden_adj', -8.316538848696098e-07)])"
Ndufa12,0.9995936832104783,"[-0.00152265 -0.00194836 -0.00186758 -0.00285208 -0.00103771  0.00922837
 -0.99560053]","OrderedDict([('explained_deviance', 1.1029358365499675e-06), ('McFadden', 0.9999987890293921), ('McFadden_adj', -1.4650740558508346e-06)])"
Tmcc3,0.9936015359361016,"[-0.01532807 -0.00587365  0.00758751 -0.00932304 -0.0063699   0.02930714
 -0.96305819]","OrderedDict([('explained_deviance', 1.7704115580219337e-06), ('McFadden', 0.9999980271071888), ('McFadden_adj', -8.402788040928755e-07)])"
Cep83os,0.9422694355826884,"[ 0.01774258  0.00580802 -0.00941961  0.01934811  0.01867342 -0.05215252
 -1.00793617]","OrderedDict([('explained_deviance', 5.501676839769765e-06), ('McFadden', 0.9999937165167374), ('McFadden_adj', 3.623463081470213e-06)])"
Cep83,0.9964625493725048,"[ 0.02201279  0.00738584 -0.01225492  0.01714637  0.01996747 -0.05425756
 -0.98514226]","OrderedDict([('explained_deviance', 3.0969010963444177e-06), ('McFadden', 0.9999970624506435), ('McFadden_adj', 1.78048681909182e-07)])"
Plxnc1,0.8394862270610649,"[-3.34103055e-03 -1.82566660e-03 -4.09431475e-04 -1.08360579e-02
 -1.38980064e-02  3.03101882e-02 -9.57153991e-01]","OrderedDict([('explained_deviance', 7.781324323108407e-06), ('McFadden', 0.9999901813162416), ('McFadden_adj', 6.993700145674353e-06)])"
Cradd,0.9987018788292154,"[-3.55878605e-03 -5.08406922e-04  3.20965384e-03 -2.42847147e-03
  1.28048853e-03  2.00551724e-03 -9.76535009e-01]","OrderedDict([('explained_deviance', 2.458853713971365e-07), ('McFadden', 0.9999997241933907), ('McFadden_adj', -2.4864459056139765e-06)])"
Socs2,0.9938105198915326,"[-0.01537094 -0.00520936  0.00792104 -0.01617941 -0.01281129  0.04164996
 -1.00106155]","OrderedDict([('explained_deviance', 2.1701097751014586e-06), ('McFadden', 0.9999979133183023), ('McFadden_adj', -5.299331655717054e-07)])"
Mrpl42,0.9650931559186489,"[ 0.01805599  0.00883328 -0.00516333  0.01463934  0.02235966 -0.05872494
 -0.97216013]","OrderedDict([('explained_deviance', 1.91879740285561e-06), ('McFadden', 0.9999985623909406), ('McFadden_adj', -1.3980793909240674e-06)])"
Ube2n,0.9962042319884997,"[ 0.01231     0.004664   -0.00586206  0.00999838  0.0054929  -0.02660323
 -0.99025913]","OrderedDict([('explained_deviance', 1.2676808548439666e-06), ('McFadden', 0.9999987972736292), ('McFadden_adj', -1.5109245987687814e-06)])"
Nudt4,0.9715913867293858,"[-6.00767133e-04  9.08979269e-04  3.25498508e-03  7.23086718e-03
  2.50676097e-03 -1.33008304e-02 -1.00754850e+00]","OrderedDict([('explained_deviance', 3.5304525776158613e-06), ('McFadden', 0.9999962020681593), ('McFadden_adj', 1.1624795999143345e-06)])"
Eea1,0.9944884126514257,"[-0.00755815 -0.00207152  0.00590558  0.00106758 -0.00203955  0.00469605
 -0.99157913]","OrderedDict([('explained_deviance', 2.428410179167173e-06), ('McFadden', 0.999997227827408), ('McFadden_adj', 8.02146795653158e-08)])"
Btg1,0.9996564788560648,"[-0.00589757 -0.00295544  0.00167935 -0.00388855 -0.00736235  0.01842456
 -0.93229176]","OrderedDict([('explained_deviance', 2.585832703516644e-07), ('McFadden', 0.9999997958852657), ('McFadden_adj', -2.7636181163526174e-06)])"
Dcn,0.9545508139815851,"[-0.01868788 -0.0077768   0.00716943 -0.01936665 -0.0205204   0.05918229
 -0.999944  ]","OrderedDict([('explained_deviance', 3.372999563211465e-06), ('McFadden', 0.9999967441542007), ('McFadden_adj', 6.519735740173616e-07)])"
