gene,p_value,coefficients,variance_explained
Letmd1,0.9830718499321128,"[-0.01770437 -0.00529776  0.01182866 -0.00711981 -0.01242055  0.03071382
 -0.99141665]","OrderedDict([('explained_deviance', 3.4884989573713554e-06), ('McFadden', 0.9999965735730219), ('McFadden_adj', 7.496793225092446e-07)])"
Csrnp2,0.9997553421816489,"[-0.00391406 -0.00128818  0.002227   -0.00301099 -0.00306311  0.00904933
 -0.99481474]","OrderedDict([('explained_deviance', 5.0233729065318755e-08), ('McFadden', 0.9999999634565826), ('McFadden_adj', -2.6311299237136154e-06)])"
Tfcp2,0.5739249306746144,"[-0.01089753 -0.00405151  0.00740315  0.00722497 -0.00570007  0.00602098
 -0.96003764]","OrderedDict([('explained_deviance', 1.4399401462750205e-05), ('McFadden', 0.9999841799049322), ('McFadden_adj', 1.296632278668941e-05)])"
Pou6f1,0.9818628227214918,"[ 0.01213742  0.0037228  -0.00660627  0.01536109  0.01367511 -0.03829015
 -0.98514278]","OrderedDict([('explained_deviance', 4.550908503819784e-06), ('McFadden', 0.9999946092711115), ('McFadden_adj', 2.6363503015103262e-06)])"
Gm49492,0.5953518564634805,"[-0.02583996 -0.01246753  0.00947053 -0.00690898 -0.01265468  0.04840062
 -1.02206804]","OrderedDict([('explained_deviance', 1.5529933848457134e-05), ('McFadden', 0.9999801132132013), ('McFadden_adj', 1.7363110204837717e-05)])"
1110013H19Rik,0.8823018591917267,"[-0.02991898 -0.01129738  0.01604557 -0.01094951 -0.01696006  0.05308036
 -1.00702956]","OrderedDict([('explained_deviance', 8.157017428622737e-06), ('McFadden', 0.9999908950120266), ('McFadden_adj', 6.514212287700438e-06)])"
C330013E15Rik,0.9995856476990157,"[ 3.63033995e-03  7.04898542e-04 -2.87159252e-03  3.16215276e-03
  3.97035018e-03 -8.59615366e-03 -9.61326120e-01]","OrderedDict([('explained_deviance', 5.410552698092985e-07), ('McFadden', 0.9999993530312336), ('McFadden_adj', -2.1995144117159526e-06)])"
Dazap2,0.9725728692578806,"[ 0.0370764   0.01272189 -0.02114253  0.02113261  0.02853459 -0.07832296
 -0.98386094]","OrderedDict([('explained_deviance', 6.414555211220474e-06), ('McFadden', 0.9999947528768315), ('McFadden_adj', 2.467294025310096e-06)])"
Smagp,0.9997280006371108,"[-2.18483782e-03 -4.52163740e-04  1.92439314e-03 -1.84812935e-05
 -2.90837798e-03  3.63946265e-03 -1.01091548e+00]","OrderedDict([('explained_deviance', 6.218416532810522e-07), ('McFadden', 0.9999993300347447), ('McFadden_adj', -1.9317037660560032e-06)])"
Bin2,0.7772295519462579,"[ 0.0176198   0.00727616 -0.00906575  0.00102036  0.00872385 -0.02557442
 -0.97746151]","OrderedDict([('explained_deviance', 9.088582803129519e-06), ('McFadden', 0.9999892579698364), ('McFadden_adj', 7.96501273669925e-06)])"
Cela1,0.9641698847828857,"[-7.46448069e-03 -3.88517794e-03  7.94708231e-04 -1.32574917e-02
 -7.67781447e-03  3.14902518e-02 -9.54412215e-01]","OrderedDict([('explained_deviance', 4.066907619337812e-06), ('McFadden', 0.9999959667803269), ('McFadden_adj', 1.188403213614464e-06)])"
Galnt6,0.9933219231652367,"[ 0.02379203  0.0111794  -0.00820306  0.01446786  0.01619751 -0.05743374
 -1.02454354]","OrderedDict([('explained_deviance', 3.5882375423179624e-06), ('McFadden', 0.9999962581813906), ('McFadden_adj', 1.1656411779137343e-06)])"
Slc4a8,0.9990049067778692,"[-2.12131769e-03 -1.88998236e-03 -9.08927323e-04 -1.94174512e-03
  8.08182519e-05  6.78114944e-03 -9.64445370e-01]","OrderedDict([('explained_deviance', 1.2463571628096304e-06), ('McFadden', 0.9999985389972919), ('McFadden_adj', -1.3603748800772308e-06)])"
Gm35569,0.9999699188580523,"[ 3.58646722e-03  1.86935050e-04 -3.97174248e-03  1.15905365e-03
  1.47349512e-03 -2.43421352e-03 -9.99562905e-01]","OrderedDict([('explained_deviance', 3.5950074994683945e-07), ('McFadden', 0.9999996127162457), ('McFadden_adj', -2.2630049953953346e-06)])"
Scn8a,0.9977271439327302,"[-0.01869914 -0.00678967  0.00945415 -0.01500105 -0.01523518  0.0462709
 -0.99359709]","OrderedDict([('explained_deviance', 9.214201848184445e-07), ('McFadden', 0.9999995093408055), ('McFadden_adj', -2.161081319673741e-06)])"
Fignl2,0.9959905883138905,"[-0.02563498 -0.00977252  0.01232999 -0.01920016 -0.02112101  0.06339867
 -0.99703201]","OrderedDict([('explained_deviance', 1.3974183438181242e-06), ('McFadden', 0.9999994966661673), ('McFadden_adj', -2.121077717909259e-06)])"
Acvrl1,0.9902214860246997,"[-0.01851538 -0.00629691  0.01101668 -0.00769454 -0.00956921  0.03105936
 -0.99685573]","OrderedDict([('explained_deviance', 2.2139556402622773e-06), ('McFadden', 0.9999976363878649), ('McFadden_adj', -2.845225324232814e-07)])"
Acvr1b,0.9870385717489323,"[-1.62824305e-03  5.94994481e-04  2.37074761e-03 -5.25570400e-03
  1.10924120e-03  2.80895896e-03 -9.66124402e-01]","OrderedDict([('explained_deviance', 1.2635498241042598e-06), ('McFadden', 0.9999986305623244), ('McFadden_adj', -1.4458890575941297e-06)])"
A330009N23Rik,0.9794626142414994,"[ 0.0228501   0.00845078 -0.01215729  0.01158703  0.01907723 -0.04980785
 -0.96580399]","OrderedDict([('explained_deviance', 3.596127657434778e-06), ('McFadden', 0.9999968229475977), ('McFadden_adj', 3.223573843413874e-07)])"
Tamalin,0.9939166684143848,"[ 0.02112608  0.00827352 -0.01056224  0.0097351   0.01548982 -0.04406229
 -0.99342556]","OrderedDict([('explained_deviance', 2.6963382678824033e-06), ('McFadden', 0.999997471193189), ('McFadden_adj', -1.870469223952398e-07)])"
Nr4a1,0.9277165553242939,"[-0.00410418 -0.00353004 -0.00256925 -0.01188199 -0.01015206  0.03223753
 -0.98591395]","OrderedDict([('explained_deviance', 4.209166572177736e-06), ('McFadden', 0.9999954447277354), ('McFadden_adj', 1.8627624799316678e-06)])"
Atg101,0.9995975037648789,"[-7.07175845e-04 -8.03475498e-04 -3.04339772e-04  1.69121316e-03
  9.78716165e-04 -8.54943115e-04 -9.87676258e-01]","OrderedDict([('explained_deviance', 6.115339591383773e-07), ('McFadden', 0.9999991989739601), ('McFadden_adj', -1.908817492290993e-06)])"
Krt1,0.36777647063826024,"[-0.01930173 -0.00681705  0.01248278  0.00319557 -0.00330287  0.01374329
 -0.99725463]","OrderedDict([('explained_deviance', 1.8675212753005432e-05), ('McFadden', 0.999976991919029), ('McFadden_adj', 2.0340890404146883e-05)])"
Krt77,0.9969518413600544,"[ 0.00964416  0.00321224 -0.00562277  0.00578177  0.00272348 -0.0157389
 -1.02113863]","OrderedDict([('explained_deviance', 7.213180650555984e-07), ('McFadden', 0.9999991720725303), ('McFadden_adj', -1.7400663154809592e-06)])"
Eif4b,0.9910899644522523,"[-2.99458921e-03 -3.31959038e-03 -1.85947204e-03  1.55764765e-03
 -3.53422216e-04  6.96942142e-03 -9.61806446e-01]","OrderedDict([('explained_deviance', 3.377069203724936e-06), ('McFadden', 0.9999956122519502), ('McFadden_adj', 1.5517723508384762e-06)])"
Tns2,0.9990031920903109,"[-1.99954713e-03 -1.51498299e-03 -6.77901118e-04 -4.11357427e-03
 -5.34179439e-03  1.36477950e-02 -9.75589200e-01]","OrderedDict([('explained_deviance', 4.749194119080258e-07), ('McFadden', 0.9999994455784126), ('McFadden_adj', -2.2086651789710032e-06)])"
Spryd3,0.8651679095532417,"[-0.01800212 -0.00330674  0.01579055 -0.00616317 -0.01652527  0.02820674
 -0.99752197]","OrderedDict([('explained_deviance', 1.5054079360754535e-05), ('McFadden', 0.9999837052565543), ('McFadden_adj', 1.3641650393525495e-05)])"
Igfbp6,0.9994806613847476,"[ 5.30375583e-03  3.56281982e-04 -5.71947575e-03  1.87174235e-03
  4.84590837e-03 -6.65821780e-03 -1.01175671e+00]","OrderedDict([('explained_deviance', 2.1647084068598943e-06), ('McFadden', 0.9999975546708778), ('McFadden_adj', -1.5086749138859545e-07)])"
Csad,0.7905600638072421,"[ 0.03684878  0.01194394 -0.02297122  0.01527628  0.02886015 -0.06995793
 -0.98933648]","OrderedDict([('explained_deviance', 1.609951990877434e-05), ('McFadden', 0.9999843082512727), ('McFadden_adj', 1.2945964328547888e-05)])"
Zfp740,0.9680164298100298,"[ 2.22125144e-03  5.24150454e-04 -2.61200601e-03 -5.98532811e-03
 -1.60276077e-03  7.45468807e-03 -9.95517169e-01]","OrderedDict([('explained_deviance', 3.3522534776952995e-06), ('McFadden', 0.9999961204216845), ('McFadden_adj', 1.2083568352583285e-06)])"
Itgb7,0.9980874369067211,"[-0.01152721 -0.00351134  0.0067522  -0.01121186 -0.01281523  0.03231344
 -0.98830659]","OrderedDict([('explained_deviance', 2.8115695441810473e-06), ('McFadden', 0.9999967034475304), ('McFadden_adj', 6.187520700251525e-07)])"
Rarg,0.997851226565235,"[ 0.02464326  0.00930114 -0.01217412  0.01715254  0.01485534 -0.05377817
 -0.97948668]","OrderedDict([('explained_deviance', 1.4029968027351458e-06), ('McFadden', 0.9999991466567734), ('McFadden_adj', -1.9360841285731567e-06)])"
Mfsd5,0.9711586973374126,"[ 0.01386471  0.00540124 -0.00739071  0.00317122  0.0064139  -0.02146036
 -0.96375869]","OrderedDict([('explained_deviance', 3.3134624309871796e-06), ('McFadden', 0.9999960606067213), ('McFadden_adj', 1.1073346496415226e-06)])"
Espl1,0.9721866435139411,"[ 0.00219411  0.00134053 -0.00100094 -0.00477993 -0.00254775  0.00479397
 -0.97418545]","OrderedDict([('explained_deviance', 3.2564273564350543e-06), ('McFadden', 0.9999958636641593), ('McFadden_adj', 1.3678049661791647e-06)])"
Pfdn5,0.9982221984438788,"[-2.58304318e-03 -1.63332704e-03  3.36073124e-05 -2.64585549e-03
 -8.19059565e-03  1.50192091e-02 -9.87322815e-01]","OrderedDict([('explained_deviance', 1.428731290165075e-06), ('McFadden', 0.999998322849187), ('McFadden_adj', -1.027844744205808e-06)])"
Myg1,0.9203458418123422,"[-0.03453942 -0.01071445  0.0217028  -0.01940475 -0.02283683  0.06579265
 -0.97997626]","OrderedDict([('explained_deviance', 4.565330573358395e-06), ('McFadden', 0.999996328450544), ('McFadden_adj', 9.654582504570186e-07)])"
Aaas,0.8744131796810442,"[-0.00526862 -0.00153185  0.00494252  0.00837966  0.00299545 -0.00951715
 -1.01720743]","OrderedDict([('explained_deviance', 8.888688488362106e-06), ('McFadden', 0.9999892383375235), ('McFadden_adj', 8.173910568731735e-06)])"
Sp7,0.9908994505678699,"[ 2.47705811e-04  2.24006028e-03  3.38108223e-03 -1.62342436e-03
 -1.65742590e-03 -2.58800320e-03 -1.03019458e+00]","OrderedDict([('explained_deviance', 2.9875335907370015e-06), ('McFadden', 0.9999961327811749), ('McFadden_adj', 1.3582972586689834e-06)])"
Sp1,0.9533737433356245,"[ 0.01282277  0.00443488 -0.00796835  0.00167148  0.00340094 -0.01436172
 -0.94473262]","OrderedDict([('explained_deviance', 3.898102862054387e-06), ('McFadden', 0.9999952577648483), ('McFadden_adj', 1.8195975085566474e-06)])"
Amhr2,0.9548168667726573,"[-6.01236207e-03 -3.36921683e-03 -1.77196587e-05 -1.25344061e-02
 -5.70935571e-03  2.76430555e-02 -9.91480315e-01]","OrderedDict([('explained_deviance', 4.804089396959199e-06), ('McFadden', 0.9999951498326035), ('McFadden_adj', 2.1742826299409046e-06)])"
Prr13,0.9974999339860506,"[ 0.00530625  0.00201914 -0.00193341  0.00886796  0.00838481 -0.02264475
 -1.0052019 ]","OrderedDict([('explained_deviance', 2.125795754315263e-06), ('McFadden', 0.9999974180695345), ('McFadden_adj', -6.00464533651035e-08)])"
Pcbp2,0.8913734110009305,"[ 0.01704147  0.00514741 -0.01179579  0.00288731  0.0013913  -0.01467169
 -0.98017264]","OrderedDict([('explained_deviance', 6.652976680343592e-06), ('McFadden', 0.9999915532984691), ('McFadden_adj', 5.6946460843532165e-06)])"
Map3k12,0.9911207269123378,"[-5.75136071e-03 -5.35399302e-04  6.50759833e-03  2.43319968e-03
  1.31683610e-03 -3.97087905e-03 -9.95203749e-01]","OrderedDict([('explained_deviance', 2.226305641617188e-06), ('McFadden', 0.9999974549536577), ('McFadden_adj', -1.3278244570535946e-07)])"
Tarbp2,0.9978069489685164,"[ 0.02021511  0.00722272 -0.0107974   0.01337022  0.0190974  -0.04910806
 -0.97249631]","OrderedDict([('explained_deviance', 2.9718846854542846e-06), ('McFadden', 0.9999972714834784), ('McFadden_adj', -9.738244877155466e-08)])"
Npff,0.7780377139015451,"[-0.00650605 -0.00256074  0.00450814  0.00705595  0.00719168 -0.00968899
 -0.99947295]","OrderedDict([('explained_deviance', 1.2907345658175196e-05), ('McFadden', 0.9999831205364008), ('McFadden_adj', 1.4213102715432413e-05)])"
Atf7,0.9928684245656303,"[-0.01390789 -0.00643325  0.00428815 -0.01383198 -0.01558849  0.04547346
 -0.95472438]","OrderedDict([('explained_deviance', 1.2497625679896984e-06), ('McFadden', 0.9999990201873887), ('McFadden_adj', -1.8643244255045488e-06)])"
Atp5g2,0.7579725724305798,"[-0.01436839 -0.00663694  0.00642284  0.00114899 -0.00524797  0.01868146
 -0.99596296]","OrderedDict([('explained_deviance', 9.974074330898475e-06), ('McFadden', 0.999987490290178), ('McFadden_adj', 9.839187837812347e-06)])"
Calcoco1,0.8562861877323985,"[ 0.01564839  0.007205   -0.00615297  0.00553035  0.00307168 -0.02530245
 -0.94866211]","OrderedDict([('explained_deviance', 8.490335582145292e-06), ('McFadden', 0.9999892849934007), ('McFadden_adj', 7.799439312727863e-06)])"
Smug1,0.9966088733936812,"[ 0.01755191  0.00500921 -0.01125177  0.01397914  0.01066743 -0.03595594
 -0.9918684 ]","OrderedDict([('explained_deviance', 6.835985690845092e-07), ('McFadden', 0.9999996076319779), ('McFadden_adj', -2.3201338936740257e-06)])"
Cbx5,0.9995583125551365,"[ 0.01582156  0.00580412 -0.00818788  0.0104232   0.01218917 -0.03605018
 -0.97695953]","OrderedDict([('explained_deviance', 5.70423785206664e-07), ('McFadden', 0.9999997180690661), ('McFadden_adj', -2.494008899400768e-06)])"
Hnrnpa1,0.9919541826860768,"[ 2.80491463e-03  1.60998184e-03 -9.21971250e-04 -1.93214018e-03
 -2.15861657e-03  5.97826508e-04 -1.01221977e+00]","OrderedDict([('explained_deviance', 2.190287978764971e-06), ('McFadden', 0.9999971015550871), ('McFadden_adj', 3.06256751514411e-07)])"
Copz1,0.9596690329877955,"[-0.02108532 -0.00806465  0.01100189 -0.00868732 -0.01085157  0.03768695
 -1.00439248]","OrderedDict([('explained_deviance', 3.613132940505359e-06), ('McFadden', 0.9999958258604771), ('McFadden_adj', 1.560917347598334e-06)])"
Zfp385a,0.8911769069897708,"[ 0.00638696  0.00109457 -0.00439407  0.0126418   0.00914926 -0.02487853
 -0.99798309]","OrderedDict([('explained_deviance', 5.995649119072688e-06), ('McFadden', 0.9999924817215593), ('McFadden_adj', 4.838745352619966e-06)])"
Itga5,0.9583361266507208,"[-0.02146032 -0.0109866   0.00444883 -0.02385448 -0.02344447  0.07529704
 -1.00167814]","OrderedDict([('explained_deviance', 4.590925386960265e-06), ('McFadden', 0.9999964083008366), ('McFadden_adj', 1.0029369484909623e-06)])"
Gtsf1,0.9989329628043988,"[ 0.01519337  0.00491934 -0.00891981  0.01063867  0.01194633 -0.03377791
 -1.00521537]","OrderedDict([('explained_deviance', 9.087889120129589e-07), ('McFadden', 0.9999992729584513), ('McFadden_adj', -1.921614763311652e-06)])"
Gtsf2,0.7711484536040835,"[-0.00798596 -0.00289943  0.00270311 -0.01686361 -0.01577118  0.04081706
 -1.01475644]","OrderedDict([('explained_deviance', 1.049851209378172e-05), ('McFadden', 0.9999868904700248), ('McFadden_adj', 1.0559706200452545e-05)])"
Nckap1l,0.9990721043339932,"[-0.00430998 -0.00144353  0.00188233 -0.00739642 -0.00431834  0.01558594
 -1.00093448]","OrderedDict([('explained_deviance', 1.173432245704653e-06), ('McFadden', 0.999998703132106), ('McFadden_adj', -1.3343807345744807e-06)])"
Pde1b,0.9946988995822944,"[ 0.02598084  0.01040485 -0.01218967  0.01502599  0.0163338  -0.05555582
 -0.97881959]","OrderedDict([('explained_deviance', 2.4052717000344614e-06), ('McFadden', 0.9999978197165258), ('McFadden_adj', -6.043261784327569e-07)])"
Ppp1r1a,0.9998790103340082,"[ 0.00851383  0.00237933 -0.00554898  0.0068021   0.00849416 -0.02064044
 -0.96127393]","OrderedDict([('explained_deviance', 1.2509767303159336e-06), ('McFadden', 0.9999985945406378), ('McFadden_adj', -1.444259515981372e-06)])"
Zfp263,0.9056316844726396,"[-0.01538153 -0.00586389  0.00822062 -0.00500242 -0.00185829  0.0198855
 -0.98157223]","OrderedDict([('explained_deviance', 6.140865323245315e-06), ('McFadden', 0.9999920792128697), ('McFadden_adj', 5.180131894766404e-06)])"
Zfp174,0.9961671684829528,"[ 0.01151844  0.00534493 -0.00316357  0.0142012   0.01068815 -0.03858916
 -0.99006786]","OrderedDict([('explained_deviance', 2.381328006118011e-06), ('McFadden', 0.9999978516734876), ('McFadden_adj', -5.789303354486464e-07)])"
Zfp597,0.8337031995727331,"[ 1.29609209e-02  4.93763380e-03 -7.72163454e-03 -1.90530666e-03
  4.52764882e-04 -8.72438340e-03 -1.01098503e+00]","OrderedDict([('explained_deviance', 9.656642879996014e-06), ('McFadden', 0.9999876013965538), ('McFadden_adj', 9.796743662193741e-06)])"
Naa60,0.992016263030697,"[-0.02648324 -0.01187896  0.0098412  -0.01831354 -0.02558323  0.07241777
 -0.96218288]","OrderedDict([('explained_deviance', 1.8379828502501638e-06), ('McFadden', 0.999999245922083), ('McFadden_adj', -2.0263960756050636e-06)])"
1700037C18Rik,0.9928344198043416,"[ 4.87069684e-03  1.92910002e-03 -2.88766476e-03 -1.59403358e-03
  1.54693546e-04 -2.47279695e-03 -9.79732812e-01]","OrderedDict([('explained_deviance', 1.8484658778072927e-06), ('McFadden', 0.9999976796903449), ('McFadden_adj', -4.2522554344337493e-07)])"
Cluap1,0.8833766228604284,"[-0.03300279 -0.0124459   0.0173499  -0.01506971 -0.0238274   0.06699589
 -0.97457821]","OrderedDict([('explained_deviance', 6.7751257593062775e-06), ('McFadden', 0.9999936703771601), ('McFadden_adj', 3.5972876223366868e-06)])"
Slx4,0.9836483904637051,"[ 0.00697754  0.00195374 -0.00563834 -0.00297815  0.00259403 -0.00290882
 -1.0045719 ]","OrderedDict([('explained_deviance', 3.90506938041657e-06), ('McFadden', 0.9999956608858653), ('McFadden_adj', 1.7137827599267297e-06)])"
Gm15879,0.9991483064393741,"[-0.01176393 -0.00543444  0.00374313 -0.01087007 -0.01094449  0.03526979
 -0.98725877]","OrderedDict([('explained_deviance', 5.624576531193526e-07), ('McFadden', 0.9999997094592551), ('McFadden_adj', -2.4012812365192815e-06)])"
Trap1,0.870301103742745,"[-0.03522785 -0.01243784  0.01993426 -0.01651885 -0.02423128  0.06848154
 -0.99135168]","OrderedDict([('explained_deviance', 7.1335456671706154e-06), ('McFadden', 0.9999934414848138), ('McFadden_adj', 3.910175303656338e-06)])"
Crebbp,0.9995839323182494,"[-0.01963356 -0.00645331  0.01137574 -0.0135915  -0.01358329  0.04188591
 -0.94492912]","OrderedDict([('explained_deviance', 7.161368383856725e-07), ('McFadden', 0.9999996862353526), ('McFadden_adj', -2.5769450484602885e-06)])"
Adcy9,0.9990054817634635,"[ 0.01440013  0.00680726 -0.00484935  0.00907199  0.00782727 -0.0332573
 -0.99335855]","OrderedDict([('explained_deviance', 2.460122448755264e-06), ('McFadden', 0.9999971955874256), ('McFadden_adj', 9.90404437350989e-08)])"
Srl,0.7969869347768437,"[ 6.75503372e-03  4.16866043e-05 -9.28464892e-03 -7.62586274e-03
  7.59428292e-04  9.35435843e-03 -9.26854265e-01]","OrderedDict([('explained_deviance', 1.046126165427097e-05), ('McFadden', 0.9999892061098274), ('McFadden_adj', 7.79360079550262e-06)])"
Tfap4,0.9952734666402195,"[ 0.00844291  0.00293171 -0.00455247  0.00644278  0.01163566 -0.0249006
 -0.98063678]","OrderedDict([('explained_deviance', 2.56224385020154e-06), ('McFadden', 0.9999970942253704), ('McFadden_adj', 1.423149796897505e-07)])"
Glis2,0.9997470606480169,"[-0.00755557 -0.00357716  0.00245299 -0.00541188 -0.00558128  0.01967289
 -1.01048383]","OrderedDict([('explained_deviance', 2.782940697887426e-07), ('McFadden', 0.9999997628617351), ('McFadden_adj', -2.3528860446653255e-06)])"
Pam16,0.9840799223704975,"[ 0.0156299   0.00554918 -0.00873092  0.00772448  0.00579446 -0.0259671
 -1.02322319]","OrderedDict([('explained_deviance', 1.8427942889420734e-06), ('McFadden', 0.9999977985021117), ('McFadden_adj', -3.5472170867301145e-07)])"
Coro7,0.6836080733668741,"[-0.03688306 -0.01338426  0.02059628 -0.01447706 -0.01985359  0.06400168
 -0.99683769]","OrderedDict([('explained_deviance', 1.0596410475405271e-05), ('McFadden', 0.9999882975222755), ('McFadden_adj', 9.07433349828235e-06)])"
